"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1,0.2,0.2,0.4,0.2,"Bonferroni",750,225,450,5000,0.811,0.843,0.8316,0.896
0.75,0.7,0.65,1,0.2,0.2,0.4,0.2,"WPGSD",750,225,450,5000,0.8274,0.8592,0.851,0.9154
