"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
1,1,1,1,0.2,0.2,0.4,0.2,"Bonferroni",750,225,450,5000,0.012,0.012,0.015,0.0226
1,1,1,1,0.2,0.2,0.4,0.2,"WPGSD",750,225,450,5000,0.0142,0.0142,0.0184,0.027
