"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1.5,0.3,0.3,0.1,0.3,"Bonferroni",750,225,450,5000,0.376,0.4932,0.1212,0.6346
0.75,0.7,0.65,1.5,0.3,0.3,0.1,0.3,"WPGSD",750,225,450,5000,0.3904,0.5074,0.1246,0.6524
