"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.8,0.75,0.7,1,0.2,0.2,0.4,0.2,"Bonferroni",750,225,450,5000,0.6146,0.662,0.6426,0.7506
0.8,0.75,0.7,1,0.2,0.2,0.4,0.2,"WPGSD",750,225,450,5000,0.6352,0.6808,0.6688,0.7802
