"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
1,1,1,1,0.2,0.2,0.5,0.1,"Bonferroni",750,225,450,5000,0.0098,0.0094,0.0104,0.0172
1,1,1,1,0.2,0.2,0.5,0.1,"WPGSD",750,225,450,5000,0.0118,0.0114,0.0156,0.0232
