"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.8,0.75,0.7,1,0.2,0.2,0.4,0.2,"Bonferroni",750,225,450,5000,0.6122,0.6506,0.6342,0.7348
0.8,0.75,0.7,1,0.2,0.2,0.4,0.2,"WPGSD",750,225,450,5000,0.633,0.6722,0.6592,0.7632
