"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1.5,0.2,0.2,0.5,0.1,"Bonferroni",750,225,450,5000,0.8742,0.8962,0.8394,0.9278
0.75,0.7,0.65,1.5,0.2,0.2,0.5,0.1,"WPGSD",750,225,450,5000,0.8872,0.909,0.8516,0.9404
