"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
1,1,1,1,0.2,0.2,0.5,0.1,"Bonferroni",750,225,450,5000,0.0114,0.0108,0.0142,0.0192
1,1,1,1,0.2,0.2,0.5,0.1,"WPGSD",750,225,450,5000,0.013,0.0136,0.0188,0.0246
