"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1,0.2,0.2,0.4,0.2,"Bonferroni",750,225,450,5000,0.8206,0.8502,0.8366,0.8998
0.75,0.7,0.65,1,0.2,0.2,0.4,0.2,"WPGSD",750,225,450,5000,0.8308,0.8626,0.8526,0.9108
