"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1,0.2,0.2,0.5,0.1,"Bonferroni",750,225,450,5000,0.8976,0.9156,0.9212,0.9438
0.75,0.7,0.65,1,0.2,0.2,0.5,0.1,"WPGSD",750,225,450,5000,0.9052,0.9254,0.9328,0.954
