"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1,0.3,0.3,0.1,0.3,"Bonferroni",750,225,450,5000,0.4726,0.5762,0.5852,0.7158
0.75,0.7,0.65,1,0.3,0.3,0.1,0.3,"WPGSD",750,225,450,5000,0.4814,0.5864,0.6028,0.7304
