"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1.5,0.3,0.3,0.1,0.3,"Bonferroni",750,225,450,5000,0.3734,0.501,0.1166,0.6416
0.75,0.7,0.65,1.5,0.3,0.3,0.1,0.3,"WPGSD",750,225,450,5000,0.3888,0.5144,0.1202,0.6578
