"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1.5,0.2,0.2,0.5,0.1,"Bonferroni",750,225,450,5000,0.8676,0.8928,0.8284,0.9248
0.75,0.7,0.65,1.5,0.2,0.2,0.5,0.1,"WPGSD",750,225,450,5000,0.8844,0.9056,0.8444,0.9368
