"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.75,0.7,0.65,1.5,0.2,0.2,0.5,0.1,"Bonferroni",750,225,450,5000,0.8724,0.893,0.8306,0.9272
0.75,0.7,0.65,1.5,0.2,0.2,0.5,0.1,"WPGSD",750,225,450,5000,0.8856,0.9068,0.8464,0.9406
