"hra","hrb","hrab","hrneg","pa","pb","pab","pneg","method","N","event_ia","event_fa","n_rep","power_H1","power_H2","power_H3","power_Any"
0.8,0.75,0.7,1,0.2,0.2,0.4,0.2,"Bonferroni",750,225,450,5000,0.618,0.6616,0.644,0.7438
0.8,0.75,0.7,1,0.2,0.2,0.4,0.2,"WPGSD",750,225,450,5000,0.6392,0.6832,0.6754,0.7744
